dataset_name,site,treatment,activity_media_name,stream_name,activity_start_date,activity_depth_height_measure,activity_depth_height_unit,characteristic_name,characteristic_name_long,method_speciation,result_sample_fraction,result_value,result_unit,layer_collection_start_depth,layer_collection_end_depth,result_detection_quantitation_limit_measure,result_detection_quantitation_limit_unit,result_detection_quantitation_limit_type,result_comment,result_analytical_method_name,result_analytical_method_instrument,result_analytical_reference_method,field_comment
Chemistry,Site1,none (reference/control),Stream Water,StreamA - inflow to Site1 lake,2020-06-11,,,DOC,Organic carbon,,Filterable,1688.00000,umol/L,,,44.2,umol/L,Method Detection Level,,FWI-DOC,Shimadzu TOC-VCPH/CPN,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamA - inflow to Site1 lake,2020-06-11,,,FE,Iron,as Fe,Filterable,0.37000,mg/L,,,0.02,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamB - inflow to Site1 lake,2020-06-11,,,FE,Iron,as Fe,Filterable,0.31000,mg/L,,,0.02,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamD - outflow from Site1 lake,2020-06-11,,,FE,Iron,as Fe,Filterable,0.00000,mg/L,,,0.02,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamC - inflow to Site1 lake,2020-06-11,,,FE,Iron,as Fe,Filterable,0.27000,mg/L,,,0.02,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamC - inflow to Site1 lake,2020-06-11,,,K,Potassium,as K,Filterable,0.09000,mg/L,,,0.01,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamD - outflow from Site1 lake,2020-06-11,,,K,Potassium,as K,Filterable,0.35000,mg/L,,,0.01,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamB - inflow to Site1 lake,2020-06-11,,,K,Potassium,as K,Filterable,0.22000,mg/L,,,0.01,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamA - inflow to Site1 lake,2020-06-11,,,K,Potassium,as K,Filterable,0.25000,mg/L,,,0.01,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamA - inflow to Site1 lake,2020-06-11,,,MG,Magnesium,as Mg,Filterable,0.56000,mg/L,,,0.01,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamB - inflow to Site1 lake,2020-06-11,,,MG,Magnesium,as Mg,Filterable,0.27000,mg/L,,,0.01,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamD - outflow from Site1 lake,2020-06-11,,,MG,Magnesium,as Mg,Filterable,0.65000,mg/L,,,0.01,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamC - inflow to Site1 lake,2020-06-11,,,MG,Magnesium,as Mg,Filterable,0.36000,mg/L,,,0.01,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamC - inflow to Site1 lake,2020-06-11,,,MN,Manganese,as Mn,Filterable,0.00000,mg/L,,,0.0145,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamD - outflow from Site1 lake,2020-06-11,,,MN,Manganese,as Mn,Filterable,0.00000,mg/L,,,0.0145,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamB - inflow to Site1 lake,2020-06-11,,,MN,Manganese,as Mn,Filterable,0.00000,mg/L,,,0.0145,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamA - inflow to Site1 lake,2020-06-11,,,MN,Manganese,as Mn,Filterable,0.00000,mg/L,,,0.0145,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamA - inflow to Site1 lake,2020-06-11,,,NA,Sodium,as Na,Filterable,0.97000,mg/L,,,0.02,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamB - inflow to Site1 lake,2020-06-11,,,NA,Sodium,as Na,Filterable,0.61000,mg/L,,,0.02,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamD - outflow from Site1 lake,2020-06-11,,,NA,Sodium,as Na,Filterable,0.94000,mg/L,,,0.02,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamC - inflow to Site1 lake,2020-06-11,,,NA,Sodium,as Na,Filterable,0.60000,mg/L,,,0.02,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamC - inflow to Site1 lake,2020-06-11,,,PARTC,Carbon,as C,Non-Filterable (Particle),478.00000,ug/L,,,10,ug/L,Method Detection Level,,UA-C/N,Exeter CE 440 Elemental Analyzer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamD - outflow from Site1 lake,2020-06-11,,,PARTC,Carbon,as C,Non-Filterable (Particle),735.00000,ug/L,,,10,ug/L,Method Detection Level,,UA-C/N,Exeter CE 440 Elemental Analyzer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamB - inflow to Site1 lake,2020-06-11,,,PARTC,Carbon,as C,Non-Filterable (Particle),1163.00000,ug/L,,,10,ug/L,Method Detection Level,,UA-C/N,Exeter CE 440 Elemental Analyzer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamA - inflow to Site1 lake,2020-06-11,,,PARTC,Carbon,as C,Non-Filterable (Particle),1250.00000,ug/L,,,10,ug/L,Method Detection Level,,UA-C/N,Exeter CE 440 Elemental Analyzer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamA - inflow to Site1 lake,2020-06-11,,,PARTN,Nitrogen,as N,Non-Filterable (Particle),81.00000,ug/L,,,10,ug/L,Method Detection Level,,UA-C/N,Exeter CE 440 Elemental Analyzer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamB - inflow to Site1 lake,2020-06-11,,,PARTN,Nitrogen,as N,Non-Filterable (Particle),53.00000,ug/L,,,10,ug/L,Method Detection Level,,UA-C/N,Exeter CE 440 Elemental Analyzer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamD - outflow from Site1 lake,2020-06-11,,,PARTN,Nitrogen,as N,Non-Filterable (Particle),52.00000,ug/L,,,10,ug/L,Method Detection Level,,UA-C/N,Exeter CE 440 Elemental Analyzer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamC - inflow to Site1 lake,2020-06-11,,,PARTN,Nitrogen,as N,Non-Filterable (Particle),36.00000,ug/L,,,10,ug/L,Method Detection Level,,UA-C/N,Exeter CE 440 Elemental Analyzer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamC - inflow to Site1 lake,2020-06-11,,,PARTP,Phosphorus,as P,Non-Filterable (Particle),2.00000,ug/L,,,0.2,ug/L,Method Detection Level,,ELA-PartP,Shimadzu UV1800 Scanning Spectrophotometer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamD - outflow from Site1 lake,2020-06-11,,,PARTP,Phosphorus,as P,Non-Filterable (Particle),2.00000,ug/L,,,0.2,ug/L,Method Detection Level,,ELA-PartP,Shimadzu UV1800 Scanning Spectrophotometer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamB - inflow to Site1 lake,2020-06-11,,,PARTP,Phosphorus,as P,Non-Filterable (Particle),3.00000,ug/L,,,0.2,ug/L,Method Detection Level,,ELA-PartP,Shimadzu UV1800 Scanning Spectrophotometer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamA - inflow to Site1 lake,2020-06-11,,,PARTP,Phosphorus,as P,Non-Filterable (Particle),4.00000,ug/L,,,0.2,ug/L,Method Detection Level,,ELA-PartP,Shimadzu UV1800 Scanning Spectrophotometer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamA - inflow to Site1 lake,2020-06-11,,,SO4,Sulfate,as SO4,Filterable,0.58000,mg/L,,,0.04,mg/L,Method Detection Level,,UA-ClSO4,Dionex DX-600 Ion Chromatograph,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamB - inflow to Site1 lake,2020-06-11,,,SO4,Sulfate,as SO4,Filterable,0.17000,mg/L,,,0.04,mg/L,Method Detection Level,,UA-ClSO4,Dionex DX-600 Ion Chromatograph,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamD - outflow from Site1 lake,2020-06-11,,,SO4,Sulfate,as SO4,Filterable,1.74000,mg/L,,,0.04,mg/L,Method Detection Level,,UA-ClSO4,Dionex DX-600 Ion Chromatograph,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamC - inflow to Site1 lake,2020-06-11,,,SO4,Sulfate,as SO4,Filterable,0.87000,mg/L,,,0.04,mg/L,Method Detection Level,,UA-ClSO4,Dionex DX-600 Ion Chromatograph,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamC - inflow to Site1 lake,2020-06-11,,,TDN,"Total Nitrogen, mixed forms",as N,Dissolved,390.00000,ug/L,,,8.2,ug/L,Method Detection Level,,ELA-TDN,AutoAnalyzer 3,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamD - outflow from Site1 lake,2020-06-11,,,TDN,"Total Nitrogen, mixed forms",as N,Dissolved,239.00000,ug/L,,,8.2,ug/L,Method Detection Level,,ELA-TDN,AutoAnalyzer 3,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamB - inflow to Site1 lake,2020-06-11,,,TDN,"Total Nitrogen, mixed forms",as N,Dissolved,440.00000,ug/L,,,8.2,ug/L,Method Detection Level,,ELA-TDN,AutoAnalyzer 3,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamA - inflow to Site1 lake,2020-06-11,,,TDN,"Total Nitrogen, mixed forms",as N,Dissolved,481.00000,ug/L,,,8.2,ug/L,Method Detection Level,,ELA-TDN,AutoAnalyzer 3,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamA - inflow to Site1 lake,2020-06-11,,,TDP,"Total Phosphorus, mixed forms",as P,Dissolved,6.00000,ug/L,,,1.93,ug/L,Method Detection Level,,ELA-TDP,Shimadzu UV1800 Scanning Spectrophotometer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamB - inflow to Site1 lake,2020-06-11,,,TDP,"Total Phosphorus, mixed forms",as P,Dissolved,5.70000,ug/L,,,1.93,ug/L,Method Detection Level,,ELA-TDP,Shimadzu UV1800 Scanning Spectrophotometer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamD - outflow from Site1 lake,2020-06-11,,,TDP,"Total Phosphorus, mixed forms",as P,Dissolved,2.70000,ug/L,,,1.93,ug/L,Method Detection Level,,ELA-TDP,Shimadzu UV1800 Scanning Spectrophotometer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamC - inflow to Site1 lake,2020-06-11,,,TDP,"Total Phosphorus, mixed forms",as P,Dissolved,4.00000,ug/L,,,1.93,ug/L,Method Detection Level,,ELA-TDP,Shimadzu UV1800 Scanning Spectrophotometer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamC - inflow to Site1 lake,2020-06-18,,,CA,Calcium,as Ca,Filterable,1.31000,mg/L,,,0.01,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamD - outflow from Site1 lake,2020-06-18,,,CA,Calcium,as Ca,Filterable,2.51000,mg/L,,,0.01,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamB - inflow to Site1 lake,2020-06-18,,,CA,Calcium,as Ca,Filterable,0.86000,mg/L,,,0.01,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamA - inflow to Site1 lake,2020-06-18,,,CA,Calcium,as Ca,Filterable,3.83000,mg/L,,,0.01,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamA - inflow to Site1 lake,2020-06-18,,,CL,Chloride,as Cl,Filterable,0.08000,mg/L,,,0.03,mg/L,Method Detection Level,,UA-ClSO4,Dionex DX-600 Ion Chromatograph,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamB - inflow to Site1 lake,2020-06-18,,,CL,Chloride,as Cl,Filterable,0.07000,mg/L,,,0.03,mg/L,Method Detection Level,,UA-ClSO4,Dionex DX-600 Ion Chromatograph,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamD - outflow from Site1 lake,2020-06-18,,,CL,Chloride,as Cl,Filterable,0.25000,mg/L,,,0.03,mg/L,Method Detection Level,,UA-ClSO4,Dionex DX-600 Ion Chromatograph,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamC - inflow to Site1 lake,2020-06-18,,,CL,Chloride,as Cl,Filterable,0.05000,mg/L,,,0.03,mg/L,Method Detection Level,,UA-ClSO4,Dionex DX-600 Ion Chromatograph,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamC - inflow to Site1 lake,2020-06-18,,,DOC,Organic carbon,,Filterable,1389.00000,umol/L,,,54.9,umol/L,Method Detection Level,,FWI-DOC,Shimadzu TOC-VCPH/CPN,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamD - outflow from Site1 lake,2020-06-18,,,DOC,Organic carbon,,Filterable,704.00000,umol/L,,,54.9,umol/L,Method Detection Level,,FWI-DOC,Shimadzu TOC-VCPH/CPN,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamB - inflow to Site1 lake,2020-06-18,,,DOC,Organic carbon,,Filterable,2410.00000,umol/L,,,54.9,umol/L,Method Detection Level,,FWI-DOC,Shimadzu TOC-VCPH/CPN,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamA - inflow to Site1 lake,2020-06-18,,,DOC,Organic carbon,,Filterable,1837.00000,umol/L,,,54.9,umol/L,Method Detection Level,,FWI-DOC,Shimadzu TOC-VCPH/CPN,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamA - inflow to Site1 lake,2020-06-18,,,FE,Iron,as Fe,Filterable,0.38000,mg/L,,,0.02,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamB - inflow to Site1 lake,2020-06-18,,,FE,Iron,as Fe,Filterable,0.37000,mg/L,,,0.02,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamD - outflow from Site1 lake,2020-06-18,,,FE,Iron,as Fe,Filterable,0.00000,mg/L,,,0.02,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamC - inflow to Site1 lake,2020-06-18,,,FE,Iron,as Fe,Filterable,0.30000,mg/L,,,0.02,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamC - inflow to Site1 lake,2020-06-18,,,K,Potassium,as K,Filterable,0.06000,mg/L,,,0.01,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamD - outflow from Site1 lake,2020-06-18,,,K,Potassium,as K,Filterable,0.37000,mg/L,,,0.01,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamB - inflow to Site1 lake,2020-06-18,,,K,Potassium,as K,Filterable,0.26000,mg/L,,,0.01,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamA - inflow to Site1 lake,2020-06-18,,,K,Potassium,as K,Filterable,0.48000,mg/L,,,0.01,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamA - inflow to Site1 lake,2020-06-18,,,MG,Magnesium,as Mg,Filterable,0.88000,mg/L,,,0.01,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamB - inflow to Site1 lake,2020-06-18,,,MG,Magnesium,as Mg,Filterable,0.29000,mg/L,,,0.01,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamD - outflow from Site1 lake,2020-06-18,,,MG,Magnesium,as Mg,Filterable,0.65000,mg/L,,,0.01,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamC - inflow to Site1 lake,2020-06-18,,,MG,Magnesium,as Mg,Filterable,0.35000,mg/L,,,0.01,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamC - inflow to Site1 lake,2020-06-18,,,MN,Manganese,as Mn,Filterable,0.00000,mg/L,,,0.0145,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamD - outflow from Site1 lake,2020-06-18,,,MN,Manganese,as Mn,Filterable,0.00000,mg/L,,,0.0145,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
